ThicknessIdx,SampleID,SNR_total_median_dB,SNR_total_mean_dB,SNR_excess_median_dB,BuriedFraction,NoiseFloor_RMS_V,N_Events,Thickness
2,32,1.27341988431134,1.4167806433833,-4.67587024912287,0,0.0015652159133147,11,4 mm
2,33,1.46394109221629,1.37942080808445,-3.97009463574173,0,0.00156393691381854,11,4 mm
2,34,1.61156692234414,1.60714594756473,-3.47468794085446,0,0.00156273711398896,18,4 mm
2,35,1.5394186771268,1.55029786337477,-3.71185381550873,0,0.00156342667360661,17,4 mm
2,36,1.57085653747653,1.53263024294996,-3.60740104471003,0,0.00153725695987296,15,4 mm
2,37,1.42610904164565,1.47169171694511,-4.10376639698086,0,0.00155596013447137,17,4 mm
2,38,1.67106317641635,1.67502623637373,-3.28562473176429,0,0.00156062928673769,17,4 mm
2,39,1.58287566373137,1.5540465552517,-3.56820877016587,0,0.00155678154187178,14,4 mm
2,40,1.47972290039229,1.45696891388063,-3.91535754561177,0,0.00155778816202552,16,4 mm
2,41,1.64695415761817,1.74723104618645,-3.36190064099973,0,0.00155935535839316,12,4 mm
2,42,1.4782482284849,1.59134510469455,-3.92030032271422,0,0.00156048787594195,13,4 mm
2,43,1.21637222667671,1.24907088484503,-4.90536249755339,0,0.00156101037655302,18,4 mm
2,44,1.51387973964972,1.54716609498344,-3.7980236223779,0,0.00156669717048494,13,4 mm
2,45,1.60658184608711,1.47338501805423,-3.49176329662709,0,0.00156342146188653,14,4 mm
2,46,1.46859804967175,1.44388414000259,-3.95384192437151,0,0.00156170399556877,15,4 mm
2,47,1.46957439984906,1.49735862322109,-3.95043997131467,0,0.00156070150023346,17,4 mm
2,48,1.48434842587192,1.56631485832834,-3.90099473903872,0,0.00155961802228128,14,4 mm
2,49,1.62325634005169,1.5769143973922,-3.43709591699699,0,0.00156012037592484,16,4 mm
2,50,1.62037467507827,1.66355425338605,-3.44634004788923,0,0.00156394118302548,15,4 mm
2,51,1.78326036109999,1.75806829950334,-2.94359870325413,0,0.00155822619023542,13,4 mm
2,52,1.60598155308247,1.52977723503603,-3.49312040989431,0,0.00156497387182257,16,4 mm
2,53,1.46329060748382,1.5454018790796,-3.97236827643576,0,0.00156041705708895,17,4 mm
2,54,1.63204163704557,1.69227518304977,-3.40898548436255,0,0.0015632714676023,17,4 mm
2,55,1.51011839822449,1.40332349554806,-3.58275199398223,0.0714285714285714,0.0015626718086011,14,4 mm
2,56,1.57680412585613,1.53293790744263,-3.58783579271012,0,0.00156203938034711,15,4 mm
